postId,keywordLabel,sector,barName,clicks,comments,publishTime,matchedWords,title,content,url
1759748719,中性,创业板指,上证指数吧,224,4,2026-08-17 10:05:07,,"8月份的主线是什么？8月份怎么运行？逻辑是什么？","","https://guba.eastmoney.com/news,sh000001,1759748719.html"
1759924344,中性,证券,证券Ⅱ吧,223,0,2026-08-17 12:26:56,,"【今日券商龙头追踪】开启旗手行情，市值150亿元以下，业绩市盈率15倍以下，市净","","https://guba.eastmoney.com/news,bk0473,1759924344.html"
1759816073,中性,创业板指,创业板指吧,207,4,2026-08-17 10:39:32,,"$力量钻石(SZ301071$培育钻石:从""种钻石""到""种退烧贴""关键词培育钻石","","https://guba.eastmoney.com/news,sz399006,1759816073.html"
1759917326,中性,创业板指,财富号评论吧,206,1,2026-08-17 12:10:07,,"8.17：午后，A股冲击关键位置","","https://guba.eastmoney.com/news,cfhpl,1759917326.html"
1760058203,中性,上证指数,上证指数吧,201,0,2026-08-17 14:25:43,,"我今天的持仓还是绿的","","https://guba.eastmoney.com/news,sh000001,1760058203.html"
1760050772,中性,创业板指,中际旭创吧,199,0,2026-08-17 14:20:33,看多|减仓,"好多人都预测回调，在吓坏了减仓的路上，我坚信看多","","https://guba.eastmoney.com/news,300308,1760050772.html"
1759992244,中性,创业板指,创业板指吧,192,7,2026-08-17 13:35:56,,"如果你赚钱了，不用谢我！","","https://guba.eastmoney.com/news,sz399006,1759992244.html"
1760090812,看多,上证指数,上证指数吧,188,2,2026-08-17 14:49:01,新高,"沪指新高试探压力，该怎么做？","","https://guba.eastmoney.com/news,sh000001,1760090812.html"
1759776259,中性,创业板指,上证指数吧,187,3,2026-08-17 10:18:43,,"我的10年炒股两茫茫，互补当初的我","","https://guba.eastmoney.com/news,sh000001,1759776259.html"
1760065683,看多,上证指数,上证指数吧,168,4,2026-08-17 14:31:08,牛市,"感谢了各位科技半导体本轮牛市赚了380万一共，全部套现财富自由了我在小县城房价4","","https://guba.eastmoney.com/news,sh000001,1760065683.html"
1760067242,看多,上证指数,半导体吧,159,2,2026-08-17 14:32:10,加仓|爆发,"半导体全线爆发，现在就是加仓窗口！","","https://guba.eastmoney.com/news,bk1036,1760067242.html"
1760059542,中性,上证指数,东山精密吧,154,1,2026-08-17 14:26:40,,"8.17看好收购索尔思，实现光芯片+光模块+PCB一体化，800G、1.6T高速","","https://guba.eastmoney.com/news,002384,1760059542.html"
1759908440,中性,创业板指,机器人概念吧,154,3,2026-08-17 11:53:29,,"★★★宇树上市前暗盘交易市值2000亿，有人预测宇树上市后市值将上3000亿元","","https://guba.eastmoney.com/news,bk1090,1759908440.html"
1759937622,看多,创业板指,名家汇吧,150,2,2026-08-17 12:55:29,反弹|放量,"题材带动放量反弹，守住支撑位持有即可","","https://guba.eastmoney.com/news,300506,1759937622.html"
1760093808,中性,上证指数,上证指数吧,149,6,2026-08-17 14:50:50,,"大阳线，没量，可惜了","","https://guba.eastmoney.com/news,sh000001,1760093808.html"
1759853226,中性,证券,证券Ⅱ吧,143,0,2026-08-17 11:01:15,,"只有die没有niang的板块是怎么出来的","","https://guba.eastmoney.com/news,bk0473,1759853226.html"
1760076875,看空,上证指数,上证指数吧,121,4,2026-08-17 14:39:12,跳水,"没量没人买也不敢跳水了，大数据在底裤看得见，难玩啊","","https://guba.eastmoney.com/news,sh000001,1760076875.html"
1760097932,中性,上证指数,三维通信吧,118,1,2026-08-17 14:53:16,,"好弱啊明天看情况卖了再等等看吧","","https://guba.eastmoney.com/news,002115,1760097932.html"
1759954946,中性,创业板指,创业板指吧,117,1,2026-08-17 13:09:25,,"会玩/！","","https://guba.eastmoney.com/news,sz399006,1759954946.html"
1760079538,中性,上证指数,上证指数吧,116,5,2026-08-17 14:41:10,,"明天不得套死啊","","https://guba.eastmoney.com/news,sh000001,1760079538.html"
1760092345,看多,上证指数,*ST岭南吧,114,2,2026-08-17 14:49:57,抄底,"江西瑞金一季度抄底st岭南，二季度抄底ST华谊","","https://guba.eastmoney.com/news,002717,1760092345.html"
1759795915,中性,证券,财富号评论吧,111,0,2026-08-17 10:28:55,,"证券类App7月份月活达1.87亿","","https://guba.eastmoney.com/news,cfhpl,1759795915.html"
1759854063,中性,创业板指,财富号评论吧,109,1,2026-08-17 11:01:42,,"不齐心，分歧加剧，A股重点盯这件事","","https://guba.eastmoney.com/news,cfhpl,1759854063.html"
1760085298,中性,上证指数,上证指数吧,107,0,2026-08-17 14:45:18,,"真神了！牛真的来了！","","https://guba.eastmoney.com/news,sh000001,1760085298.html"
1760086947,中性,上证指数,上证指数吧,106,7,2026-08-17 14:46:27,,"今天虽然赚钱，但没啥意思啊，普涨，闭着眼睛买都赚钱。提前下班吧","","https://guba.eastmoney.com/news,sh000001,1760086947.html"
1759798798,中性,证券,哈投股份吧,103,1,2026-08-17 10:30:23,,"绩优股券商国企改革PE14，PB0.85券商唯一小票绩优股，哈投股份全资子公司江","","https://guba.eastmoney.com/news,600864,1759798798.html"
1759903589,看空,白酒,白酒吧,98,0,2026-08-17 11:44:47,利空|杀跌,"A股今天最惨的板块诞生了，它就是白酒板块，双重利空引发跳空杀跌。15号，白酒龙头","","https://guba.eastmoney.com/news,bk0896,1759903589.html"
1760095655,看多,上证指数,ST华谊吧,89,0,2026-08-17 14:51:58,抄底,"银泰瑞金一季度抄底ST岭南，二季度抄底ST华谊这是什么神仙操作","","https://guba.eastmoney.com/news,300027,1760095655.html"
1760068264,看多,上证指数,上证指数吧,89,0,2026-08-17 14:32:53,牛市,"感谢本轮科技牛市让我30岁财富自由","","https://guba.eastmoney.com/news,sh000001,1760068264.html"
1760096460,中性,上证指数,上证指数吧,87,0,2026-08-17 14:52:26,,"关注里，最烂的票，都在我我手里","","https://guba.eastmoney.com/news,sh000001,1760096460.html"
1760090206,中性,上证指数,上证指数吧,87,0,2026-08-17 14:48:38,,"活不多说，支持一下","","https://guba.eastmoney.com/news,sh000001,1760090206.html"
1760085875,看空,上证指数,上证指数吧,85,5,2026-08-17 14:45:43,亏损,"今天亏损是不是不适合炒股了","","https://guba.eastmoney.com/news,sh000001,1760085875.html"
1760088359,中性,上证指数,上证指数吧,83,2,2026-08-17 14:47:24,,"拉冒烟，没什么量害怕","","https://guba.eastmoney.com/news,sh000001,1760088359.html"
1759725610,看多,证券,证券Ⅱ吧,83,7,2026-08-17 09:55:02,反弹,"请问别的板块都涨了好多，大盘也涨了好多，证券券商什么时候能反弹！！！所有投资者的","","https://guba.eastmoney.com/news,bk0473,1759725610.html"
1759966450,中性,创业板指,财富号评论吧,77,0,2026-08-17 13:17:22,,"ABF膜，突发砍单断供！半导体，对日反制！","","https://guba.eastmoney.com/news,cfhpl,1759966450.html"
1760017476,中性,创业板指,创业板指吧,76,0,2026-08-17 13:55:15,,"居然涨停了，强","","https://guba.eastmoney.com/news,sz399006,1760017476.html"
1759896441,看空,创业板指,创业板指吧,75,2,2026-08-17 11:33:34,诱多,"这里徘徊，明显就是诱多，准备好狂风暴雨吧","","https://guba.eastmoney.com/news,sz399006,1759896441.html"
1759938782,中性,创业板指,财富号评论吧,74,0,2026-08-17 12:58:59,,"下午大盘：4虎哥活筹，波段视觉","","https://guba.eastmoney.com/news,cfhpl,1759938782.html"
1759923779,看多,创业板指,创业板指吧,74,0,2026-08-17 12:25:27,吸筹,"@北京人力600861给到拉完，又是吸筹的一天","","https://guba.eastmoney.com/news,sz399006,1759923779.html"
1759857837,中性,创业板指,创业板指吧,74,1,2026-08-17 11:04:01,,"科技推动创业板指数涨幅度加速？新一周早盘90分钟盘面，以半导体CP0存储芯片、P","","https://guba.eastmoney.com/news,sz399006,1759857837.html"
1759930057,中性,创业板指,财富号评论吧,73,0,2026-08-17 12:38:43,,"下午大盘：2青岛鹏哥，迷途明灯","","https://guba.eastmoney.com/news,cfhpl,1759930057.html"
1759868900,中性,创业板指,创业板指吧,72,6,2026-08-17 11:11:44,,"八月科技天天涨啊，没停过","","https://guba.eastmoney.com/news,sz399006,1759868900.html"
1759783458,中性,创业板指,创业板指吧,72,0,2026-08-17 10:22:27,,"多牛比的市场，板块指数分分钟爆涨","","https://guba.eastmoney.com/news,sz399006,1759783458.html"
1760070389,中性,上证指数,上证指数吧,70,2,2026-08-17 14:34:28,,"从量上看，大A盘还将继续凯旋，直到万点！……","","https://guba.eastmoney.com/news,sh000001,1760070389.html"
1759914783,看多,创业板指,创业板指吧,70,2,2026-08-17 12:04:19,建仓,"维持观点不变：该反向etf净值低于3万都是建仓点，超百倍空间。今后那些几十倍的抱","","https://guba.eastmoney.com/news,sz399006,1759914783.html"
1760083457,中性,创业板指,创业板指吧,68,3,2026-08-17 14:44:02,,"创业板这一波准备冲6000了，大家坐稳扶好","","https://guba.eastmoney.com/news,sz399006,1760083457.html"
1759945430,中性,创业板指,创业板指吧,65,0,2026-08-17 13:02:03,,"很多人用拿科技股比美股估值高说事，以后中国科技的发展和和对科技产品的消纳会慢慢强","","https://guba.eastmoney.com/news,sz399006,1759945430.html"
1759861567,看空,创业板指,创业板指吧,65,0,2026-08-17 11:06:28,大跌|出货,"散户们全都注意：判断300333和300862明显肯定正在疯狂出货，大跌无疑，散","","https://guba.eastmoney.com/news,sz399006,1759861567.html"
1760087139,中性,上证指数,上证指数吧,63,0,2026-08-17 14:46:35,,"成交连续16天破2万亿，创业板都冲上3700了，这情绪是不是有点过热了？","","https://guba.eastmoney.com/news,sh000001,1760087139.html"
1760071609,看多,上证指数,上证指数吧,61,0,2026-08-17 14:35:26,放量|主力,"感觉都还没怎么涨4千点就要到了，今天放量2000亿，主力净额流入400亿，主要又","","https://guba.eastmoney.com/news,sh000001,1760071609.html"
1760063139,看空,上证指数,上证指数吧,61,3,2026-08-17 14:29:15,缩量,"兄弟们，缩量怎么看","","https://guba.eastmoney.com/news,sh000001,1760063139.html"
1759996575,中性,创业板指,创业板指吧,60,3,2026-08-17 13:39:10,,"根本挡不住了！谢谢牛来了！祝大A茁壮成长一路长虹……。厉害了！亚太市场上涨日经涨","","https://guba.eastmoney.com/news,sz399006,1759996575.html"
1759793808,中性,证券,证券Ⅱ吧,59,1,2026-08-17 10:27:56,,"我的心情很沉重——到了120分钟级别均线交汇点的尽头。而该级别的前低，就是周线图","","https://guba.eastmoney.com/news,bk0473,1759793808.html"
1760030997,看多,创业板指,创业板指吧,57,3,2026-08-17 14:05:38,牛来,"下了班去看牛来","","https://guba.eastmoney.com/news,sz399006,1760030997.html"
1759968504,中性,创业板指,创业板指吧,56,3,2026-08-17 13:18:52,,"我拿着什么垃圾，五个四个还是绿的，我无语了","","https://guba.eastmoney.com/news,sz399006,1759968504.html"
1759919675,中性,创业板指,创业板指吧,55,3,2026-08-17 12:15:56,抄底|满仓|空仓|诱多,"放弃幻想，一日游行情，诱多行情，继续空仓观望，不参与。等着3000点到了满仓抄底","","https://guba.eastmoney.com/news,sz399006,1759919675.html"
1759954667,中性,创业板指,创业板指吧,54,2,2026-08-17 13:09:15,,"怎么突然间拉易中天了","","https://guba.eastmoney.com/news,sz399006,1759954667.html"
1759974965,看多,创业板指,创业板指吧,52,2,2026-08-17 13:23:20,反弹|主力,"反弹很快就要结束了，主力好不容易把散户套在了光明顶上，还会去帮你解套吗？放弃幻想","","https://guba.eastmoney.com/news,sz399006,1759974965.html"
1760088323,中性,证券,证券Ⅱ吧,52,0,2026-08-17 14:47:23,,"怎么可能涨，近20日净流出倒数第一","","https://guba.eastmoney.com/news,bk0473,1760088323.html"
1760060430,看多,上证指数,上证指数吧,50,2,2026-08-17 14:27:19,牛来,"妈妈！牛来！牛来！","","https://guba.eastmoney.com/news,sh000001,1760060430.html"
1760080409,中性,创业板指,创业板指吧,50,1,2026-08-17 14:41:48,,"你们不要高兴太早。明天就知道什么是痛","","https://guba.eastmoney.com/news,sz399006,1760080409.html"
1759778341,中性,证券,证券Ⅱ吧,50,0,2026-08-17 10:19:41,,"6号买了一点大张旗鼓，此后大肆卖出视若无睹","","https://guba.eastmoney.com/news,bk0473,1759778341.html"
1760005218,中性,创业板指,创业板指吧,49,1,2026-08-17 13:45:47,,"宏昌科技重组+金刚石+半导体+机器人+宇树科技+张雪机车真牛逼","","https://guba.eastmoney.com/news,sz399006,1760005218.html"
1760002425,中性,创业板指,创业板指吧,49,0,2026-08-17 13:43:39,,"居然涨停了，强","","https://guba.eastmoney.com/news,sz399006,1760002425.html"
1759901725,看多,银行,银行Ⅱ吧,49,4,2026-08-17 11:41:32,护盘,"指数这样你还护盘？？？","","https://guba.eastmoney.com/news,bk0475,1759901725.html"
1760075956,看多,上证指数,上证指数吧,48,1,2026-08-17 14:38:40,牛来,"牛来，牛来！！！牛来8月5号上映，8月5号就开始“豹拉”了","","https://guba.eastmoney.com/news,sh000001,1760075956.html"
1760068165,看多,上证指数,上证指数吧,48,2,2026-08-17 14:32:50,暴涨,"大盘今天算是暴涨吧","","https://guba.eastmoney.com/news,sh000001,1760068165.html"
1760090268,中性,创业板指,创业板指吧,47,0,2026-08-17 14:48:40,,"好雨知时节，当春乃发生","","https://guba.eastmoney.com/news,sz399006,1760090268.html"
1759906738,看空,创业板指,创业板指吧,47,1,2026-08-17 11:50:41,大跌|出货,"判断300333、300862明显正在疯狂出货————下午应该肯定大跌无疑———","","https://guba.eastmoney.com/news,sz399006,1759906738.html"
1759902379,看多,创业板指,创业板指吧,47,2,2026-08-17 11:42:36,抄底|加仓|牛来,"牛来了，加仓抄底猛干了","","https://guba.eastmoney.com/news,sz399006,1759902379.html"
1760015359,中性,创业板指,创业板指吧,46,2,2026-08-17 13:53:38,,"长江材料据2026年7月1日机构调研，公司主要生产基地重庆同兴工厂清洁化生产技术","","https://guba.eastmoney.com/news,sz399006,1760015359.html"
1759998152,贪婪,创业板指,创业板指吧,46,0,2026-08-17 13:40:20,大牛|翻倍|翻倍,"大牛:低股价4元多的核电概念翻倍牛股：国内核电处理占有率第一股价！中电环保：转型","","https://guba.eastmoney.com/news,sz399006,1759998152.html"
1760088958,看多,上证指数,上证指数吧,45,1,2026-08-17 14:47:49,大涨,"A股今日大幅走强，沪指涨超1%，创业板接近3%，科创板大涨近4%。4200余家个","","https://guba.eastmoney.com/news,sh000001,1760088958.html"
1759820682,中性,创业板指,创业板指吧,45,0,2026-08-17 10:42:09,,"$创业板指(SZ399006)$","","https://guba.eastmoney.com/news,sz399006,1759820682.html"
1759994577,中性,创业板指,创业板指吧,44,2,2026-08-17 13:37:40,,"散户对科技极度狂热！","","https://guba.eastmoney.com/news,sz399006,1759994577.html"
1759892733,看多,创业板指,创业板指吧,44,2,2026-08-17 11:29:24,牛来,"真牛来？","","https://guba.eastmoney.com/news,sz399006,1759892733.html"
1760103590,中性,电力,协鑫能科吧,44,0,2026-08-17 14:56:30,,"还好换了别的股这个没牛的","","https://guba.eastmoney.com/news,002015,1760103590.html"
1760097267,看多,上证指数,上证指数吧,43,2,2026-08-17 14:52:55,新高,"尾盘都创出进期新高，并没有回落，不重要，重要的是，最迟下半周还有回调（看上周五帖","","https://guba.eastmoney.com/news,sh000001,1760097267.html"
1760009241,中性,创业板指,创业板指吧,43,0,2026-08-17 13:48:55,,"$创业板指(SZ399006)$","","https://guba.eastmoney.com/news,sz399006,1760009241.html"
1759978797,看空,创业板指,创业板指吧,43,4,2026-08-17 13:25:59,跳水,"2:30准时跳水看着吧","","https://guba.eastmoney.com/news,sz399006,1759978797.html"
1759844081,中性,创业板指,创业板指吧,43,2,2026-08-17 10:55:38,,"大家把非科技都卖了，去科技接盘","","https://guba.eastmoney.com/news,sz399006,1759844081.html"
1760009536,中性,创业板指,创业板指吧,42,3,2026-08-17 13:49:09,,"把钱往科技里面赶，一把收割","","https://guba.eastmoney.com/news,sz399006,1760009536.html"
1759954028,中性,创业板指,创业板指吧,42,1,2026-08-17 13:08:47,,"什么情况？大手笔拉伸","","https://guba.eastmoney.com/news,sz399006,1759954028.html"
1759819637,中性,创业板指,创业板指吧,42,0,2026-08-17 10:41:33,,"蓝箭电子收购事项落地。标的公司:成都芯翼·定位:国家级专精特新""小巨人""企业，专","","https://guba.eastmoney.com/news,sz399006,1759819637.html"
1759998741,中性,创业板指,创业板指吧,41,2,2026-08-17 13:40:48,,"有几个人能忍住不进，今天进了吗","","https://guba.eastmoney.com/news,sz399006,1759998741.html"
1759834761,看多,创业板指,创业板指吧,41,2,2026-08-17 10:50:11,新高,"创业板还会新高","","https://guba.eastmoney.com/news,sz399006,1759834761.html"
1760102122,恐慌,上证指数,上证指数吧,40,4,2026-08-17 14:55:39,暴跌|暴跌,"提示一点：现在需要寻找的是7月暴跌之前涨的最猛，但现在没怎么涨的中小票。我预计本","","https://guba.eastmoney.com/news,sh000001,1760102122.html"
1760077880,中性,上证指数,上证指数吧,40,2,2026-08-17 14:39:56,,"今天拉冒烟我的票还是绿的。明天更惨了。哎","","https://guba.eastmoney.com/news,sh000001,1760077880.html"
1759865403,中性,创业板指,创业板指吧,40,1,2026-08-17 11:09:14,主力|诱多,"主力为了套我甚至还诱多，用心良苦，没有量，这个位置就是空中楼阁，骗炮把戏","","https://guba.eastmoney.com/news,sz399006,1759865403.html"
1760082830,中性,上证指数,上证指数吧,39,1,2026-08-17 14:43:35,,"一涨，抖音上各种老师就出来了，跌的时候鸦雀无声而且那些老头还真信比如我爸","","https://guba.eastmoney.com/news,sh000001,1760082830.html"
1760068085,看多,上证指数,上证指数吧,39,1,2026-08-17 14:32:46,放量,"好有钱今天放量2000亿","","https://guba.eastmoney.com/news,sh000001,1760068085.html"
1760064958,中性,上证指数,上证指数吧,39,0,2026-08-17 14:30:38,,"不管收盘怎么样，盘中这几个数字很耐看","","https://guba.eastmoney.com/news,sh000001,1760064958.html"
1759964439,中性,创业板指,创业板指吧,39,2,2026-08-17 13:16:06,,"看着像存量资金自救，我刚看了旅游和零售都没反应，没有抽走他们的资金","","https://guba.eastmoney.com/news,sz399006,1759964439.html"
1759876546,中性,创业板指,创业板指吧,39,0,2026-08-17 11:17:21,,"指数一跌，个股纷纷跃跃欲试，涨了起来！！！...................","","https://guba.eastmoney.com/news,sz399006,1759876546.html"
1759765381,看空,创业板指,创业板指吧,39,2,2026-08-17 10:13:10,清仓,"国家队都清仓茅台了，证明只有科技是硬逻辑，其他都不用看。","","https://guba.eastmoney.com/news,sz399006,1759765381.html"
1760102412,中性,上证指数,上证指数吧,38,2,2026-08-17 14:55:50,,"一部垃圾电影居然修正了情绪","","https://guba.eastmoney.com/news,sh000001,1760102412.html"
1760098814,看多,上证指数,上证指数吧,38,1,2026-08-17 14:53:48,牛来,"牛来带起来大A？","","https://guba.eastmoney.com/news,sh000001,1760098814.html"
1760089719,中性,上证指数,上证指数吧,38,1,2026-08-17 14:48:19,,"你的本，回到4000点的时候没有？","","https://guba.eastmoney.com/news,sh000001,1760089719.html"
1760046976,看多,创业板指,创业板指吧,38,1,2026-08-17 14:17:43,反弹,"指数反弹一半了。科技砸下来的账户回去一半了吗","","https://guba.eastmoney.com/news,sz399006,1760046976.html"
1759989303,看多,证券,证券Ⅱ吧,38,3,2026-08-17 13:33:40,主力,"量太小，起不来，这不是重点，重点是近半年根本没有主力资金关注，要做庄从布局开始，","","https://guba.eastmoney.com/news,bk0473,1759989303.html"
1759745152,中性,电力,电力吧,38,1,2026-08-17 10:03:34,,"立秋将至，弃电买谷","","https://guba.eastmoney.com/news,bk0428,1759745152.html"
1760090733,看多,上证指数,上证指数吧,37,1,2026-08-17 14:48:58,牛来,"牛来了没有啊！兄弟们！","","https://guba.eastmoney.com/news,sh000001,1760090733.html"
1760056340,中性,创业板指,创业板指吧,37,2,2026-08-17 14:24:26,,"大A就一条裤子，今天科技穿去出了，其他的都光腚在家待着","","https://guba.eastmoney.com/news,sz399006,1760056340.html"
1759980493,中性,创业板指,创业板指吧,37,1,2026-08-17 13:27:12,,"抢筹开始了","","https://guba.eastmoney.com/news,sz399006,1759980493.html"
1759979141,中性,创业板指,创业板指吧,37,0,2026-08-17 13:26:14,,"如果科技和老登二选一，我选择科技！站在光里死总比站在酒里光荣！跟着国家队冲","","https://guba.eastmoney.com/news,sz399006,1759979141.html"
1759951995,中性,创业板指,创业板指吧,37,2,2026-08-17 13:07:18,,"太恐怖了吧","","https://guba.eastmoney.com/news,sz399006,1759951995.html"
1759827738,中性,创业板指,创业板指吧,37,1,2026-08-17 10:46:09,,"科技今天真要卖了","","https://guba.eastmoney.com/news,sz399006,1759827738.html"
1760078039,中性,上证指数,上证指数吧,36,1,2026-08-17 14:40:04,,"起初人们都以为这是一场普通的电影","","https://guba.eastmoney.com/news,sh000001,1760078039.html"
1760049498,中性,创业板指,创业板指吧,36,3,2026-08-17 14:19:35,,"别拉了，把科技拉上天有啥用","","https://guba.eastmoney.com/news,sz399006,1760049498.html"
1759916681,中性,创业板指,创业板指吧,36,2,2026-08-17 12:08:31,,"我很久没有看过电影，今晚要去买张电影票了","","https://guba.eastmoney.com/news,sz399006,1759916681.html"
1759896804,中性,创业板指,上证指数吧,36,0,2026-08-17 11:34:06,,"我们要大力发展，完善Token贷，让企业用的上，用的起AI","","https://guba.eastmoney.com/news,sh000001,1759896804.html"
1759916549,中性,证券,证券Ⅱ吧,36,0,2026-08-17 12:08:11,,"我是认为本周上证指数会到达40XX形成短顶（然后会回调一两周）。那么如果本周券商","","https://guba.eastmoney.com/news,bk0473,1759916549.html"
1759639234,看空,电力,电力吧,36,0,2026-08-17 09:22:59,利空,"电力板块进入长期利空","","https://guba.eastmoney.com/news,bk0428,1759639234.html"
1760067377,中性,上证指数,上证指数吧,35,2,2026-08-17 14:32:16,,"我的已经调了，还剩0.5的涨幅","","https://guba.eastmoney.com/news,sh000001,1760067377.html"
1759820882,贪婪,创业板指,创业板指吧,35,1,2026-08-17 10:42:15,全仓,"全仓科技的这个月赚麻了估计","","https://guba.eastmoney.com/news,sz399006,1759820882.html"
1759815261,看多,创业板指,创业板指吧,35,0,2026-08-17 10:39:04,主力,"科技牛逼！感谢主力和国家队，这月赚麻了","","https://guba.eastmoney.com/news,sz399006,1759815261.html"
1759750690,中性,创业板指,创业板指吧,35,0,2026-08-17 10:06:00,,"呵呵半小时都没坚，持到就，被咂，绿了一帮憨，件可算是赢了啊，无限子弹也要，咂下，","","https://guba.eastmoney.com/news,sz399006,1759750690.html"
1760102327,中性,上证指数,上证指数吧,34,0,2026-08-17 14:55:47,,"朋友们又狂欢了。","","https://guba.eastmoney.com/news,sh000001,1760102327.html"
1760074533,中性,上证指数,上证指数吧,34,1,2026-08-17 14:37:43,,"科技股这三周涨疯了，可见科技板块里面机构庄家量化赌徒们吃了太多太多筹码","","https://guba.eastmoney.com/news,sh000001,1760074533.html"
1760066392,看空,上证指数,上证指数吧,34,1,2026-08-17 14:31:36,跳水,"两点半了，还不跳水吗？那么牛","","https://guba.eastmoney.com/news,sh000001,1760066392.html"
1759988248,中性,创业板指,创业板指吧,34,1,2026-08-17 13:32:52,,"又是易中天！","","https://guba.eastmoney.com/news,sz399006,1759988248.html"
1759752108,中性,创业板指,创业板指吧,34,2,2026-08-17 10:06:41,,"有病啊，除了无脑报团拉科技，就不能干点别的吗，草","","https://guba.eastmoney.com/news,sz399006,1759752108.html"
1760104421,看多,上证指数,上证指数吧,33,3,2026-08-17 14:57:01,牛来,"都欠牛来一张电影票，下班自觉都去看了，不然就是牛去来了","","https://guba.eastmoney.com/news,sh000001,1760104421.html"
1760093273,看空,创业板指,创业板指吧,33,2,2026-08-17 14:50:30,大跌|无量,"无量空涨，明天大跌","","https://guba.eastmoney.com/news,sz399006,1760093273.html"
1760034890,中性,创业板指,创业板指吧,33,1,2026-08-17 14:08:46,,"散户主动接盘半仓不然一直拉伪科技","","https://guba.eastmoney.com/news,sz399006,1760034890.html"
1759949657,中性,创业板指,创业板指吧,33,1,2026-08-17 13:05:30,,"这点量拉这么高?","","https://guba.eastmoney.com/news,sz399006,1759949657.html"
1759861643,中性,创业板指,创业板指吧,33,1,2026-08-17 11:06:32,,"半仓白酒半仓科技，今日白酒吃大面","","https://guba.eastmoney.com/news,sz399006,1759861643.html"
